Type	Gene	Text
TextMining	FXN	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,CEREBELLAR ATAXIA,SPASTIC ATAXIA,CHARLEVOIX-SAGUENAY SPASTIC ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,ATAXIA TELANGIECTASIA
TextMining	CLPP	FRIEDREICH ATAXIA,CEREBELLAR ATAXIA
TextMining	POLG2	FRIEDREICH ATAXIA,CEREBELLAR ATAXIA
TextMining	SIX4	FRIEDREICH ATAXIA,CEREBELLAR ATAXIA
TextMining	SLC6A5	FRIEDREICH ATAXIA,CEREBELLAR ATAXIA
TextMining	CRIPT	FRIEDREICH ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TYMP	FRIEDREICH ATAXIA,HEREDITARY ATAXIA
TextMining	OPA3	FRIEDREICH ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MT-ND4	FRIEDREICH ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,CEREBELLAR ATAXIA
TextMining	PANK1	FRIEDREICH ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,CEREBELLAR ATAXIA
TextMining	CP	FRIEDREICH ATAXIA,HEREDITARY ATAXIA,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	BAG3	HEREDITARY ATAXIA
TextMining	CYCS	HEREDITARY ATAXIA
TextMining	EP300	HEREDITARY ATAXIA
TextMining	FOS	HEREDITARY ATAXIA
TextMining	ITCH	HEREDITARY ATAXIA
TextMining	PABPN1	HEREDITARY ATAXIA
TextMining	RAB24	HEREDITARY ATAXIA
TextMining	TOR1A	HEREDITARY ATAXIA
TextMining	SP1	HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA
TextMining	AKT1	HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MTOR	HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	PAXIP1	HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	CASP3	HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 14,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	GLO1	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	HSPB2	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	HSPB3	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	MAB21L1	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SOD1	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SOX2	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	KLF4	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	PITRM1	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	CREB1	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 12
TextMining	HSPB1	HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	SIRT1	HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	CAT	HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,FRIEDREICH ATAXIA
TextMining	FDX1	HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,FRIEDREICH ATAXIA
TextMining	GSR	HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	CAMTA1	NONPROGRESSIVE CEREBELLAR ATAXIA WITH MENTAL RETARDATION,CEREBELLAR ATAXIA
TextMining	NFIA	NONPROGRESSIVE CEREBELLAR ATAXIA WITH MENTAL RETARDATION,CEREBELLAR ATAXIA
TextMining	VLDLR	NONPROGRESSIVE CEREBELLAR ATAXIA WITH MENTAL RETARDATION,CEREBELLAR ATAXIA, MENTAL RETARDATION AND DYSEQULIBRIUM SYNDROME,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ACHE	SPASTIC ATAXIA
TextMining	ARX	SPASTIC ATAXIA
TextMining	ERCC5	SPASTIC ATAXIA
TextMining	KIF5A	SPASTIC ATAXIA
TextMining	NKX6-2	SPASTIC ATAXIA
TextMining	SGCG	SPASTIC ATAXIA
TextMining	TUBB2A	SPASTIC ATAXIA
TextMining	VAMP1	SPASTIC ATAXIA
TextMining	KIF1C	SPASTIC ATAXIA 2,SPASTIC ATAXIA,AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MTPAP	SPASTIC ATAXIA 4,SPASTIC ATAXIA,HEREDITARY ATAXIA
TextMining	KIF1A	SPASTIC ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	PNPLA6	SPASTIC ATAXIA,AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	GBA2	SPASTIC ATAXIA,AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	ANKFY1	SPASTIC ATAXIA,CEREBELLAR ATAXIA
TextMining	DDHD2	SPASTIC ATAXIA,CEREBELLAR ATAXIA
TextMining	GJC2	SPASTIC ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PLP1	SPASTIC ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	POLR3A	SPASTIC ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	DARS2	SPASTIC ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,EPISODIC ATAXIA,FRIEDREICH ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	VPS13C	SPASTIC ATAXIA,EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	ATL1	SPASTIC ATAXIA,FRIEDREICH ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MARS2	SPASTIC ATAXIA,HEREDITARY ATAXIA
TextMining	SLIRP	SPASTIC ATAXIA,HEREDITARY ATAXIA
TextMining	VPS13D	SPASTIC ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SACS	SPASTIC ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,ATAXIA TELANGIECTASIA,SPINOCEREBELLAR ATAXIA TYPE 31,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2
TextMining	LRPPRC	SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,HEREDITARY ATAXIA
TextMining	VPS13A	SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SPG7	SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 28,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	NIPBL	SPINOCEREBELLAR ATAXIA 44
TextMining	GRM1	SPINOCEREBELLAR ATAXIA 44,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 19/22,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 27,AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,SPINOCEREBELLAR ATAXIA TYPE 28,SPINOCEREBELLAR ATAXIA TYPE 5,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	AKAP4	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	ATOH1	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	CAND2	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	CHM	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	CRABP1	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	ETV4	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	ETV5	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	FLCN	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	FOXA2	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	GFI1	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	HEY1	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	hsa-miR-101-3p	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	hsa-miR-106b-5p	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	hsa-miR-144-3p	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	hsa-miR-150-5p	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	hsa-miR-93-5p	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	ICMT	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	IGFBP5	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	MAP1B	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	NLK	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	PPP2CA	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	PRDX6	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	PRR16	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	RBFOX2	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	RBPJ	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	RPS6KA5	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	RXRA	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	SDHA	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	STK4	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	TFEB	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	USP7	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	VRK1	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	YWHAE	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	YWHAQ	SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	A1BG	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	AGPS	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	ARHGEF10	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	BCR	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	CANT1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	COL2A1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	DFFA	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	DHH	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	DNM2	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	ETV3	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	HK2	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	LAMB2	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	LITAF	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	LMNA	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	MAOB	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	MLKL	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	NUCB1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	POU2F3	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	RASL12	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	REV1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	REV3L	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	SDSL	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	SOX10	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	SP100	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	TOP2A	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	TOP2B	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	NHEJ1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	UCHL3	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	HSPB8	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TDP1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	EGR2	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	GAN	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	GDAP1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	KIF1B	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	MPZ	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	MTMR2	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	NDRG1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	RAB7A	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	SBF2	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	SH3TC2	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	SLC12A6	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	SMUG1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	TFG	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA
TextMining	MFN2	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA,FRIEDREICH ATAXIA
TextMining	PRX	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA
TextMining	TOP1	SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	COIL	SPINOCEREBELLAR ATAXIA TYPE 1,ATAXIA TELANGIECTASIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	CHML	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	GPD2	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	NXF1	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	UBE2K	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	UBQLN2	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	ATP5H	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ATXN1L	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CIC	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	DICER1	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	E4F1	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	GMPR	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	HSPA13	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	KCNJ6	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	NPDC1	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PAK3	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PQBP1	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RAE1	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RBM17	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	U2AF2	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	UBE2E1	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	UBE2S	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	UBQLN4	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	USP14	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ANP32A	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	ATXN1	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,EPISODIC ATAXIA TYPE 2,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,EPISODIC ATAXIA,ATAXIA TELANGIECTASIA
TextMining	SLC5A5	SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	MBTPS2	SPINOCEREBELLAR ATAXIA TYPE 1,CEREBELLAR ATAXIA
TextMining	PUM1	SPINOCEREBELLAR ATAXIA TYPE 1,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	DLD	SPINOCEREBELLAR ATAXIA TYPE 1,FRIEDREICH ATAXIA
TextMining	AURKB	SPINOCEREBELLAR ATAXIA TYPE 10
TextMining	GGCT	SPINOCEREBELLAR ATAXIA TYPE 10
TextMining	MAP2K1	SPINOCEREBELLAR ATAXIA TYPE 10
TextMining	OGT	SPINOCEREBELLAR ATAXIA TYPE 10
TextMining	PLK1	SPINOCEREBELLAR ATAXIA TYPE 10
TextMining	HNRNPK	SPINOCEREBELLAR ATAXIA TYPE 10,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ATXN10	SPINOCEREBELLAR ATAXIA TYPE 10,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 8,SPINOCEREBELLAR ATAXIA TYPE 1,FRIEDREICH ATAXIA,SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 36,SPINOCEREBELLAR ATAXIA TYPE 6,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	CNBP	SPINOCEREBELLAR ATAXIA TYPE 10,FRIEDREICH ATAXIA
TextMining	NTRK1	SPINOCEREBELLAR ATAXIA TYPE 10,SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	CCT3	SPINOCEREBELLAR ATAXIA TYPE 10,SPINOCEREBELLAR ATAXIA TYPE 8,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	RAB5A	SPINOCEREBELLAR ATAXIA TYPE 11
TextMining	SHH	SPINOCEREBELLAR ATAXIA TYPE 11
TextMining	SLC6A12	SPINOCEREBELLAR ATAXIA TYPE 11
TextMining	CCP110	SPINOCEREBELLAR ATAXIA TYPE 11,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	GRIK2	SPINOCEREBELLAR ATAXIA TYPE 11,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	CEP164	SPINOCEREBELLAR ATAXIA TYPE 11,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CEP97	SPINOCEREBELLAR ATAXIA TYPE 11,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TTBK1	SPINOCEREBELLAR ATAXIA TYPE 11,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TTBK2	SPINOCEREBELLAR ATAXIA TYPE 11,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 28,CEREBELLAR ATAXIA,SPASTIC ATAXIA,EPISODIC ATAXIA
TextMining	MAPT	SPINOCEREBELLAR ATAXIA TYPE 11,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	DNM1L	SPINOCEREBELLAR ATAXIA TYPE 12
TextMining	PPP6C	SPINOCEREBELLAR ATAXIA TYPE 12
TextMining	TFAP4	SPINOCEREBELLAR ATAXIA TYPE 12,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	PPP2R4	SPINOCEREBELLAR ATAXIA TYPE 12,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TOMM22	SPINOCEREBELLAR ATAXIA TYPE 12,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
